Unnamed: 0,userid,tweetid,text,hashtags,author_id,original_tweet_id
249284,764397613,1499397323880689667,"Arrival of Ukrainian refugees in Frankfurt (Oder), much better organization than in 2015! #Ukraine #peaceforukraine #FrankfurtOder https://t.co/kNDZ2qj3T6","[{'text': 'Ukraine', 'indices': [90, 98]}, {'text': 'peaceforukraine', 'indices': [99, 115]}, {'text': 'FrankfurtOder', 'indices': [116, 130]}]",2202063265,1499172709007126529
186919,3391374694,1499344168811962368,"#NEW The UN says more than 1 million people have fled #Ukraine since Russia's invasion began. That's more than 2% of Ukraine's population.

Gov. McKee says RI is ready to welcome refugees, but it could be years before they arrive. More this AM on @wpri12

https://t.co/IJiNz4pait","[{'text': 'NEW', 'indices': [0, 4]}, {'text': 'Ukraine', 'indices': [54, 62]}]",3377374973,1499196770651455488
718,363601382,1499174781278728200,"There’s nothing healthy about Holland &amp; Barrett, owned by Mikhail Fridman, an oligarch #Putin crony. He has resigned from the board today, but still owns the firm, and of course vast properties in the UK. Boycott it whilst he remains the owner.
#StandingWithUkraine #StopPutinNOW","[{'text': 'Putin', 'indices': [101, 107]}]",798253360847659008,1499189332019752963
121896,2202063265,1499287362320351234,@GOV2UK It’s #JohnsonOut38 day. His days are numbered. #NHS4MyVote #StandWithUkraine,"[{'text': 'JohnsonOut38', 'indices': [13, 26]}, {'text': 'NHS4MyVote', 'indices': [55, 66]}, {'text': 'StandWithUkraine', 'indices': [67, 84]}]",947643131972820992,1499375861543636994
30974,3377374973,1499201103933710344,‘Boycotting a country accused of aggression in violation of international law has suddenly become justifiable and even a moral obligation – but apparently only as long as it is #Russia .’ ⁦@intifada⁩  https://t.co/kvMnkXS2yu,[],1430703819529334787,1499195121006436356
334082,798253360847659008,1499477605229207556,"@Alexia89945741 Baghdad ❤️

Seems like you Russian propagandists always forget to post what happened very shortly after the sign supporting the terrorist was put up. Don't worry, I got your back 😄

#Putin #Russia #Baghdad #Iraq #Ukraine #UkraineRussiaWar #Kyiv #Kharkiv #Marioupol #Kherson https://t.co/V6B2pOuShm","[{'text': 'Putin', 'indices': [198, 204]}, {'text': 'Russia', 'indices': [205, 212]}, {'text': 'Baghdad', 'indices': [213, 221]}, {'text': 'Iraq', 'indices': [222, 227]}, {'text': 'Ukraine', 'indices': [228, 236]}, {'text': 'UkraineRussiaWar', 'indices': [237, 254]}, {'text': 'Kyiv', 'indices': [255, 260]}, {'text': 'Kharkiv', 'indices': [261, 269]}, {'text': 'Marioupol', 'indices': [270, 280]}, {'text': 'Kherson', 'indices': [281, 289]}]",4826943161,1499413046778806274
226711,947643131972820992,1499378377257816065,"O human being, I request you to give up the idea of ​​war. Be wise, for whom should we fight this war? How many more days will you be in the world? Stop your cruelty. Have mercy on all human beings. 

#StopWar https://t.co/sq40vdyspg",[],397052586,1499272787151704065
140899,4828915804,1499304115637264387,"@vonderleyen @KlausIohannis STOP RUSSIAN AGGRESSION AGAINST #UKRAINE. @NATO CLOSE THE SKY OVER UKRAINE! EXCLUDE RUSSIA FROM THE @UN SECURITY COUNCIL!
#StopPutin #StopRussia 

21","[{'text': 'UKRAINE', 'indices': [60, 68]}, {'text': 'StopPutin', 'indices': [150, 160]}, {'text': 'StopRussia', 'indices': [161, 172]}]",1411671501254758402,1499248064170631172
25417,1430703819529334787,1499195121006436356,Check out this item on OpenSea https://t.co/4FL5JE7dNL via @opensea #Ukraine #UkraineRussiaWar #UkraineWar #NFTs @KIIARA #trendingkiiara #marketing #kiiara #metaverse #datavis #sandbox #opensea #Ethereum #NFTcollection #BTS #Solana #Polygon #100daysofcodechallenge #monalisa #BTC,"[{'text': 'Ukraine', 'indices': [68, 76]}, {'text': 'UkraineRussiaWar', 'indices': [77, 94]}, {'text': 'UkraineWar', 'indices': [95, 106]}, {'text': 'NFTs', 'indices': [107, 112]}, {'text': 'trendingkiiara', 'indices': [121, 136]}, {'text': 'marketing', 'indices': [137, 147]}, {'text': 'kiiara', 'indices': [148, 155]}, {'text': 'metaverse', 'indices': [156, 166]}, {'text': 'datavis', 'indices': [167, 175]}, {'text': 'sandbox', 'indices': [176, 184]}, {'text': 'opensea', 'indices': [185, 193]}, {'text': 'Ethereum', 'indices': [194, 203]}, {'text': 'NFTcollection', 'indices': [204, 218]}, {'text': 'BTS', 'indices': [219, 223]}, {'text': 'Solana', 'indices': [224, 231]}, {'text': 'Polygon', 'indices': [232, 240]}, {'text': '100daysofcodechallenge', 'indices': [241, 264]}, {'text': 'monalisa', 'indices': [265, 274]}, {'text': 'BTC', 'indices': [275, 279]}]",1177288337360609280,1499220182908211204
348644,4826943161,1499489648774721541,"#Belarus ENTERS #War:

🟥Belarus amassing troops on border with #Ukraine at Pinsk which has two motorways to Lviv. 

Would open up an entirely new front.

#UkraineRussiaWar https://t.co/hkFialM1Yp","[{'text': 'Belarus', 'indices': [20, 28]}, {'text': 'War', 'indices': [36, 40]}, {'text': 'Ukraine', 'indices': [83, 91]}]",17673635,1499243166913884160
108974,397052586,1499274707148984320,"#Putin has detained a total of 6,840 anti-war protesters since he escalated his war with #Ukraine last Thursday. #SlavaUkraini https://t.co/jWiJyBEeBP https://t.co/Y94JlEYgQe","[{'text': 'Putin', 'indices': [0, 6]}, {'text': 'Ukraine', 'indices': [89, 97]}, {'text': 'SlavaUkraini', 'indices': [113, 126]}]",44909158,1499186139709775877
166293,1089900963681382400,1499325819658801153,"West is full of Hypoc®!tes 
#istandwithrussia #IStandWithPutin #RussiaUkraine #Ukraine https://t.co/VPDOrM4VYY","[{'text': 'istandwithrussia', 'indices': [47, 64]}, {'text': 'IStandWithPutin', 'indices': [65, 81]}, {'text': 'RussiaUkraine', 'indices': [82, 96]}, {'text': 'Ukraine', 'indices': [97, 105]}]",1172258136,1499428355778744325
77841,1411671501254758402,1499248064170631172,Nuclear War will play out. Unavoidable https://t.co/E0SeKVbC6G circumstances. #nuclearwar #AzovBatallion #ClosetheSkyoverUkraine #Kiev #Kyiv #RussianUkrainianWar @marklevinshow @RepMTG #TheFive #TheView @RealJamesWoods. Link after Unavoidable https://t.co/B73ouPfXQC,"[{'text': 'nuclearwar', 'indices': [78, 89]}, {'text': 'AzovBatallion', 'indices': [90, 104]}, {'text': 'ClosetheSkyoverUkraine', 'indices': [105, 128]}, {'text': 'Kiev', 'indices': [129, 134]}, {'text': 'Kyiv', 'indices': [135, 140]}, {'text': 'RussianUkrainianWar', 'indices': [141, 161]}, {'text': 'TheFive', 'indices': [185, 193]}, {'text': 'TheView', 'indices': [194, 202]}]",2258102198,1499252530831925248
53847,1177288337360609280,1499220182908211204,"Appearing on #NBC @TODAYshow Wednesday morning, #Ukrainian #parliamentmember #OleksandraUstinova #slammed #JoeBiden’s #SOTU as “a total #disappointment” in the midst of her country being “#executed” by #Russianforces #Ukraine #RussiaUkraineWar #Biden https://t.co/O3rF8ABHLR","[{'text': 'NBC', 'indices': [13, 17]}, {'text': 'Ukrainian', 'indices': [48, 58]}, {'text': 'parliamentmember', 'indices': [59, 76]}, {'text': 'OleksandraUstinova', 'indices': [77, 96]}, {'text': 'slammed', 'indices': [97, 105]}, {'text': 'JoeBiden', 'indices': [106, 115]}, {'text': 'SOTU', 'indices': [118, 123]}, {'text': 'disappointment', 'indices': [136, 151]}, {'text': 'executed', 'indices': [188, 197]}, {'text': 'Russianforces', 'indices': [202, 216]}, {'text': 'Ukraine', 'indices': [217, 225]}, {'text': 'RussiaUkraineWar', 'indices': [226, 243]}, {'text': 'Biden', 'indices': [244, 250]}]",3780177863,1499273730760998912
73104,17673635,1499243166913884160,"#Russia renewed its aerial assault Wednesday on #Ukraine’s second-largest city in a pounding that lit up the skyline with balls of fire over populated areas, even as both sides said they were ready to resume talks aimed at stopping the fighting. https://t.co/R16G1v3GmV","[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'Ukraine', 'indices': [48, 56]}]",930419187549216768,1499398704234889218
14147,44909158,1499186139709775877,"#HolyFace #Prayers for #Lent Pray for crisis in #Ukraine  https://t.co/JcQd050gEj 
Let us cry out St. John Paul II @ Fatima:""From nuclear war from self-destruction every kind of war deliver us""
#Catholic #CatholicTwitter #AshWednesday #TLM #ashwednesday2022  #Lent2022 #LatinMass https://t.co/RaSN3qtsTe","[{'text': 'HolyFace', 'indices': [0, 9]}, {'text': 'Prayers', 'indices': [10, 18]}, {'text': 'Lent', 'indices': [23, 28]}, {'text': 'Ukraine', 'indices': [48, 56]}, {'text': 'Catholic', 'indices': [194, 203]}, {'text': 'CatholicTwitter', 'indices': [204, 220]}, {'text': 'AshWednesday', 'indices': [221, 234]}, {'text': 'TLM', 'indices': [235, 239]}, {'text': 'ashwednesday2022', 'indices': [240, 257]}, {'text': 'Lent2022', 'indices': [259, 268]}, {'text': 'LatinMass', 'indices': [269, 279]}]",44574528,1499513983690231809
280576,1172258136,1499428741688217602,"If this is true, #Russia is preparing for a level mobilization not seen since 1945. Something that would see up to 20 million men pressed into service.
That's way bigger than Ukraine. That's preparation for a totalitarian war against the west!
Can anyone confirm this? https://t.co/3XlVQ9FFLj","[{'text': 'Russia', 'indices': [31, 38]}]",1498314815542079488,1499295891240493056
85999,2258102198,1499253653227679745,"A short while ago, this team of EMTs, paramedics, doctors, and responders form the Psychotrauma and Crisis Response Unit left Israel to go assist refugees at the Ukrainian-Moldovan border. 
Goodluck and Godspeed

#UkraineRussiaWar #HumanitarianAID https://t.co/1WIF0YBIJD",[],243876917,1499496991415578632
108692,3780177863,1499274644888567809,"@LawrenceSellin We understand when putin representatives on TV states that they do not wish to see a ""pakistan"" next door to Russia. Pls pls pls understand...these were and are genuine concerns for them. I am against the invasion of #Ukraine.  Peaceful ppl are protesting and stopping tanks.😑😑","[{'text': 'Ukraine', 'indices': [233, 241]}]",1498293613523968005,1499248202972868610
252202,930419187549216768,1499398704234889218,"What a shame seriously, first they delayed in evacuating, than they asked the students to evacuate themselves and somehow reach the bordering countries and now trying to get whole credit with a 🌹.
Hatsoff to Romanian mayor for exposing the PR.
#UkraineRussianWar 
Godi media https://t.co/mnbHKVrhW4","[{'text': 'UkraineRussianWar', 'indices': [244, 262]}]",730746080674091008,1499434484113940489
373001,44574528,1499514452563177481,"⚡️#Russia will likely impose martial law on March 4, the Center for Defense Strategies says.","[{'text': 'Russia', 'indices': [21, 28]}]",130905752,1499343409298874369
131374,1498314815542079488,1499295891240493056,"Good morning! WE ARE FROM #UKRAINE!🇺🇦
March 03. 08.20. #Mykolaiv

We are officers of the @patrolpoliceua of the National Police of Ukraine (Nikolaev city)

We want to send you a message: Russian warship - go fuck yourself

#StopRussianAggression
#StopRussia 
#StopWarInUkraine https://t.co/cBfTRWM8fC","[{'text': 'UKRAINE', 'indices': [26, 34]}, {'text': 'Mykolaiv', 'indices': [55, 64]}, {'text': 'StopRussianAggression', 'indices': [223, 245]}, {'text': 'StopRussia', 'indices': [246, 257]}, {'text': 'StopWarInUkraine', 'indices': [259, 276]}]",133811779,1497549212648628225
355388,243876917,1499496991415578632,"""Putin again said [...] that he “will never give up on [his] conviction that Russians and Ukrainians are one people.”""

He forgot to ask Ukrainians what they think about that.

I don't think they agree.

🇺🇦✊️
#UkrainiansWillResist 
#UkraineRussianWar
#PutinHitler","[{'text': 'UkrainiansWillResist', 'indices': [209, 230]}, {'text': 'UkraineRussianWar', 'indices': [232, 250]}, {'text': 'PutinHitler', 'indices': [251, 263]}]",1481204277636964354,1499098646750638080
78596,1498293613523968005,1499248291082485768,"@CBSNews Courageous people of Ukraine, Link👇

https://t.co/HyxTLhZPtG

 #UkraineRussiaWar #Ukraine #Russia  Putin","[{'text': 'UkraineRussiaWar', 'indices': [72, 89]}, {'text': 'Ukraine', 'indices': [90, 98]}, {'text': 'Russia', 'indices': [99, 106]}]",1407278005530021889,1499370249212280841
290404,730746080674091008,1499436527234998279,"Now that @RoyalCaribbean Group and @VikingCruises have called off all 2022 #Russia port visits, every cruise line that caters principally to the N. American market is lined up to skip St. Petersburg on #Baltic itineraries this summer. https://t.co/Lsn0Xquzhs","[{'text': 'Russia', 'indices': [91, 98]}]",3638215945,1499254541958586370
198061,130905752,1499353193750347777,"#IStandWithPutin  Western media never tell us the truth, they lied and try to hide...welcome to the Westworld ~ https://t.co/N0x2axey97","[{'text': 'IStandWithPutin', 'indices': [19, 35]}]",117329973,1499302256424136706
100165,17185703,1499266368776343553,"President Zelenskyy: The actor and comedian now playing the role of a lifetime
https://t.co/SUmStZ2n1O
 #VolodymyrZelenskyy #Zelenskyy #RussiaUkraineWar #RussiaUkraine #Russia","[{'text': 'VolodymyrZelenskyy', 'indices': [104, 123]}, {'text': 'Zelenskyy', 'indices': [124, 134]}, {'text': 'RussiaUkraineWar', 'indices': [135, 152]}, {'text': 'RussiaUkraine', 'indices': [153, 167]}, {'text': 'Russia', 'indices': [168, 175]}]",1003912653482463232,1499468032321675270
214664,133811779,1499367201404596228,"Just 10 days before the independence of Georgia, on May 17/1918, Grigol Veshapeli published this note. Today, the fate of free, democratic and just world is being decided in #Ukraine. #GeorgiastandswithUkraine https://t.co/KWMcjKs9uE",[],1361259743550046208,1499408782958415872
251326,1444724487308578827,1499398544595111938,"@vinodkapri NO SPAM Live feed of Kyiv (Kiev), Ukraine #Livestream #Live #community 

WATCH LIVE: https://t.co/IpgETjMXl1
#Ukraine #Russia #Kyiv #Kiev #UkraineRussia #UkraineInvasion #UkraineUnderAttack #UkraineWar #russianinvasion #RussiaUkraineWar #RussiaInvadedUkraine #RussiaUkraine.","[{'text': 'Livestream', 'indices': [54, 65]}, {'text': 'Live', 'indices': [66, 71]}, {'text': 'community', 'indices': [72, 82]}, {'text': 'Ukraine', 'indices': [121, 129]}, {'text': 'Russia', 'indices': [130, 137]}, {'text': 'Kyiv', 'indices': [138, 143]}, {'text': 'Kiev', 'indices': [144, 149]}, {'text': 'UkraineRussia', 'indices': [150, 164]}, {'text': 'UkraineInvasion', 'indices': [165, 181]}, {'text': 'UkraineUnderAttack', 'indices': [182, 201]}, {'text': 'UkraineWar', 'indices': [202, 213]}, {'text': 'russianinvasion', 'indices': [214, 230]}, {'text': 'RussiaUkraineWar', 'indices': [231, 248]}, {'text': 'RussiaInvadedUkraine', 'indices': [249, 270]}, {'text': 'RussiaUkraine', 'indices': [271, 285]}]",14623982,1499406719612555271
107127,1481204277636964354,1499272348725297156,"@AuschwitzMuseum @ManMet80 @ZelenskyyUa The wicked is driven away in his wickedness: but the righteous hath hope in his death. Proverbs 14:32  Lord God, drive Putin away in his wickedness, and put your shield of protection around the people of #Ukraine 🇺🇦 Give them VICTORY like David agst Goliath, Amen 🙏🏾 🙏 🙏🏾 https://t.co/QhjtzSN2Ye",[],46414821,1499221842942304261
95949,17185703,1499263404774928384,"More than 2000 Ukrainian civilians killed during Russian invasion
https://t.co/z1pycA0QPp
 #UkraineRussia #Ukraine #RussiaUkraineWar #RussiaUkraine #UkraineCrisis #UkraineWar #Ukriane","[{'text': 'UkraineRussia', 'indices': [91, 105]}, {'text': 'Ukraine', 'indices': [106, 114]}, {'text': 'RussiaUkraineWar', 'indices': [115, 132]}, {'text': 'RussiaUkraine', 'indices': [133, 147]}, {'text': 'UkraineCrisis', 'indices': [148, 162]}, {'text': 'UkraineWar', 'indices': [163, 174]}, {'text': 'Ukriane', 'indices': [175, 183]}]",336151285,1499176648612237320
323063,1428700586699116544,1499466756707999751,"As you may be aware, many people and animals have been suffering with the attacks and destruction happening in #Ukraine over the last several days.  
We are on a Give Back Mission!  
 
For the next 3 months, we’ll be donation 10% of our proceeds to #shelterfriend https://t.co/VzgRzL9F7M","[{'text': 'Ukraine', 'indices': [111, 119]}, {'text': 'shelterfriend', 'indices': [249, 263]}]",1529761717,1499411778102517762
217521,1407278005530021889,1499370523658178560,"💙💛 @elonmusk there is one more way you can help Ukraine!
Make #PayPal fully available in #Ukraine!
#paypalukraine #ukrainepaypal","[{'text': 'PayPal', 'indices': [75, 82]}, {'text': 'Ukraine', 'indices': [102, 110]}, {'text': 'paypalukraine', 'indices': [112, 126]}]",2327401314,1499240311725629440
86488,3638215945,1499254541958586370,"WORLD BANK STEPS UP ACTION
The World Bank has announced it was halting all of its ongoing projects in Russia and Belarus in response to the invasion of #Ukraine. 

#UkraineUnderAttaсk #RussiaUkraineWar #RussiaInvadesUkraine https://t.co/aZWgpBk1jT","[{'text': 'Ukraine', 'indices': [152, 160]}, {'text': 'UkraineUnderAttaсk', 'indices': [164, 183]}, {'text': 'RussiaUkraineWar', 'indices': [184, 201]}, {'text': 'RussiaInvadesUkraine', 'indices': [202, 223]}]",1459872962954375171,1499419664237187073
137293,117329973,1499302256424136706,"""Recovering Indian students stranded in Ukraine and canceling the #NEET exam should be the goal of the Union Government""

- Hon'ble Chief Minister of Tamil Nadu @mkstalin  
their insistence on the Prime Minister.
#CMMKStalin 
#Ukraine https://t.co/2fdkL0XwOZ","[{'text': 'NEET', 'indices': [66, 71]}, {'text': 'CMMKStalin', 'indices': [213, 224]}, {'text': 'Ukraine', 'indices': [226, 234]}]",16178962,1499378056309493768
335448,1003912653482463232,1499478019076931586,"'The issue about shopping is, if you go shopping you may get hit by a missile ... but you've got to eat ... so people hurry out with their shopping bags and they hurry back' | Journalist @johnsweeneyroar speaks to RTÉ's Six One News from Kyiv #Ukraine | https://t.co/Si5c9XZVov https://t.co/FQByQp8gDH",[],1494687558621663239,1499393148182663179
265381,1361259743550046208,1499413481765982213,Ukraine's intelligence says Putin is considering imposing martial law in Russia tomorrow #UkraineRussianWar #UkraineKrieg #Putin #PutinsWar #PutinsKrieg #PutinWarCrimes,"[{'text': 'UkraineRussianWar', 'indices': [110, 128]}]",56744139,1499455753282899974
262920,14623982,1499410165715644420,"Just learned that a member of the #WordPress community is representing Ukraine at the Ukraine-Russia negotiations. David Braun who founded Template Monster. Best of luck, from myself and the Wordfence team. David has stayed in Kyiv with Zelensky. #Ukraine https://t.co/JDQ34LBPfO","[{'text': 'WordPress', 'indices': [48, 58]}]",1447903262208712704,1499232696916393986
57219,46414821,1499221842942304261,"#UkraineWar
NATO and Ukraine have never been a threat to Russia. Also, a non-aggression pact could end this war, but will Putin accept that?","[{'text': 'UkraineWar', 'indices': [0, 11]}]",68213392,1499298734982713350
7891,336151285,1499180026146824197,The Ugly Face of the Hypocrite Whiteman. #UkraineRussiaWar https://t.co/QK0GHc3QAC,"[{'text': 'UkraineRussiaWar', 'indices': [57, 74]}]",1119397611125997568,1499476992701435913
266081,1529761717,1499413907236130816,"“We have contacted the Ukrainian Embassy and are putting efforts to bring Naveen's dead body back to India,” #ArindamBagchi said

#RussianUkrainianWar @MEAIndia 
https://t.co/cqBaMrrYa0",[],1446673957415907336,1499314188233355264
69916,2327401314,1499240311725629440,"#VladimirPutin #MrVP56 has publicly warned the 19 #NATO countries, who are providing arms to #Ukraine, with consequences!

#RussiaUkraineWar","[{'text': 'VladimirPutin', 'indices': [0, 14]}, {'text': 'MrVP56', 'indices': [15, 22]}, {'text': 'NATO', 'indices': [50, 55]}, {'text': 'Ukraine', 'indices': [93, 101]}, {'text': 'RussiaUkraineWar', 'indices': [123, 140]}]",2478688363,1499374635762302979
311089,1459872962954375171,1499455465901670404,"#CheemsInu @CheemsInu #CINU #CHEEMSTAKEOVER $CINU
Buy and hold this token guys

#Saitama
#pitbulltoken
#Dynamix
#BabyDogeCoin
#shiba
#XSTIK
#xSTIKArmy
#Alchemon
#Alchecoin
#chelsea
#UkraineRussianWar
#RussianUkrainianWar
#BinanceSmartChain
#Bitcoin
#SportsbetioBigAnnouncement https://t.co/63rhrWZId5","[{'text': 'CheemsInu', 'indices': [0, 10]}, {'text': 'CINU', 'indices': [22, 27]}, {'text': 'CHEEMSTAKEOVER', 'indices': [28, 43]}, {'text': 'Saitama', 'indices': [80, 88]}, {'text': 'pitbulltoken', 'indices': [89, 102]}, {'text': 'Dynamix', 'indices': [103, 111]}, {'text': 'BabyDogeCoin', 'indices': [112, 125]}, {'text': 'shiba', 'indices': [126, 132]}, {'text': 'XSTIK', 'indices': [133, 139]}, {'text': 'xSTIKArmy', 'indices': [140, 150]}, {'text': 'Alchemon', 'indices': [151, 160]}, {'text': 'Alchecoin', 'indices': [161, 171]}, {'text': 'chelsea', 'indices': [172, 180]}, {'text': 'UkraineRussianWar', 'indices': [181, 199]}, {'text': 'RussianUkrainianWar', 'indices': [200, 220]}, {'text': 'BinanceSmartChain', 'indices': [221, 239]}, {'text': 'Bitcoin', 'indices': [240, 248]}, {'text': 'SportsbetioBigAnnouncement', 'indices': [249, 276]}]",136314158,1499455407613485061
346477,16178962,1499489213233856512,"@wgirls920 @oXxRowanxXo Hello dear Resister!
Let's grow the resistance together because we are #StrongerTogether 
I #StandWithUkraineNOW and #ResisteUcrania 
#StopPutin  and #SlavaUkraini 🇺🇦
I support #WomensRightsAreHumanRights  #BLM #VoterRights🌈 and #Reiki
Namaste!","[{'text': 'StrongerTogether', 'indices': [95, 112]}, {'text': 'StandWithUkraineNOW', 'indices': [116, 136]}, {'text': 'ResisteUcrania', 'indices': [141, 156]}, {'text': 'StopPutin', 'indices': [158, 168]}, {'text': 'SlavaUkraini', 'indices': [174, 187]}, {'text': 'WomensRightsAreHumanRights', 'indices': [201, 228]}, {'text': 'BLM', 'indices': [230, 234]}, {'text': 'VoterRights', 'indices': [235, 247]}, {'text': 'Reiki', 'indices': [253, 259]}]",319094474,1499414117341437958
287476,1494687558621663239,1499432917029855237,"@KirilPetkov STOP RUSSIAN AGGRESSION AGAINST #UKRAINE. @NATO CLOSE THE SKY OVER UKRAINE! EXCLUDE RUSSIA FROM THE @UN SECURITY COUNCIL!

#StopPutin #StopRussia","[{'text': 'UKRAINE', 'indices': [45, 53]}, {'text': 'StopPutin', 'indices': [136, 146]}, {'text': 'StopRussia', 'indices': [147, 158]}]",238207828,1499389894715658241
318601,56744139,1499462836015226880,"fuck #putin fuck #Russia. 
#UkraineRussianWar #UkraineUnderAttack @SenatorBaldwin @SenatorBaldwin @RepGwenMoore @StateDept https://t.co/fGHhdxguJ0","[{'text': 'putin', 'indices': [5, 11]}, {'text': 'Russia', 'indices': [17, 24]}, {'text': 'UkraineRussianWar', 'indices': [27, 45]}, {'text': 'UkraineUnderAttack', 'indices': [46, 65]}]",220771828,1499417918060306434
89115,1447903262208712704,1499256903255293965,"Our Embassy in #Ukraine is in continuous touch with Indian nationals in Ukraine. We note that with the cooperation of the #Ukrainian authorities, many students have left Kharkiv yesterday. We have not received any reports of any hostage situation regarding any student: MEA https://t.co/39tzZpoWDP","[{'text': 'Ukraine', 'indices': [33, 41]}]",1107883142977912832,1499229995356463107
133680,68213392,1499298734982713350,"Almost one million refugees have now reached the European Union, says @YlvaJohansson.  #Ukraine https://t.co/nV9zqownD8","[{'text': 'Ukraine', 'indices': [87, 95]}]",602068266,1499411082091409414
